Mod:Item:MetaData, Localized Name
terrafirmacraft:item.Steel Shovel, Steel Shovel
terrafirmacraft:item.Steel Axe, Steel Axe
terrafirmacraft:item.Steel Hoe, Steel Hoe
terrafirmacraft:item.Bismuth Bronze Chisel, Bismuth Bronze Chisel
terrafirmacraft:item.Black Bronze Chisel, Black Bronze Chisel
terrafirmacraft:item.Black Steel Chisel, Black Steel Chisel
terrafirmacraft:item.Blue Steel Chisel, Blue Steel Chisel
terrafirmacraft:item.Bronze Chisel, Bronze Chisel
terrafirmacraft:item.Copper Chisel, Copper Chisel
terrafirmacraft:item.Wrought Iron Chisel, Wrought Iron Chisel
terrafirmacraft:item.Red Steel Chisel, Red Steel Chisel
terrafirmacraft:item.Steel Chisel, Steel Chisel
terrafirmacraft:item.Bismuth Bronze Sword, Bismuth Bronze Sword
terrafirmacraft:item.Black Bronze Sword, Black Bronze Sword
terrafirmacraft:item.Black Steel Sword, Black Steel Sword
terrafirmacraft:item.Blue Steel Sword, Blue Steel Sword
terrafirmacraft:item.Bronze Sword, Bronze Sword
terrafirmacraft:item.Copper Sword, Copper Sword
terrafirmacraft:item.Wrought Iron Sword, Wrought Iron Sword
terrafirmacraft:item.Red Steel Sword, Red Steel Sword
terrafirmacraft:item.Steel Sword, Steel Sword
terrafirmacraft:item.Bismuth Bronze Mace, Bismuth Bronze Mace
terrafirmacraft:item.Black Bronze Mace, Black Bronze Mace
terrafirmacraft:item.Black Steel Mace, Black Steel Mace
terrafirmacraft:item.Blue Steel Mace, Blue Steel Mace
terrafirmacraft:item.Bronze Mace, Bronze Mace
terrafirmacraft:item.Copper Mace, Copper Mace
terrafirmacraft:item.Wrought Iron Mace, Wrought Iron Mace
terrafirmacraft:item.Red Steel Mace, Red Steel Mace
terrafirmacraft:item.Steel Mace, Steel Mace
terrafirmacraft:item.Bismuth Bronze Saw, Bismuth Bronze Saw
terrafirmacraft:item.Black Bronze Saw, Black Bronze Saw
terrafirmacraft:item.Black Steel Saw, Black Steel Saw
terrafirmacraft:item.Blue Steel Saw, Blue Steel Saw
terrafirmacraft:item.Bronze Saw, Bronze Saw
terrafirmacraft:item.Copper Saw, Copper Saw
terrafirmacraft:item.Wrought Iron Saw, Wrought Iron Saw
terrafirmacraft:item.Red Steel Saw, Red Steel Saw
terrafirmacraft:item.Steel Saw, Steel Saw
terrafirmacraft:item.HC Black Steel Ingot, High Carbon Black Steel Ingot
terrafirmacraft:item.Weak Blue Steel Ingot, Weak Blue Steel Ingot
terrafirmacraft:item.Weak Red Steel Ingot, Weak Red Steel Ingot
terrafirmacraft:item.Weak Steel Ingot, Weak Steel Ingot
terrafirmacraft:item.HC Blue Steel Ingot, High Carbon Blue Steel Ingot
terrafirmacraft:item.HC Red Steel Ingot, High Carbon Red Steel Ingot
terrafirmacraft:item.HC Steel Ingot, High Carbon Steel Ingot
terrafirmacraft:item.Ore:0, Native Copper
terrafirmacraft:item.Ore:1, Native Gold
terrafirmacraft:item.Ore:2, Native Platinum
terrafirmacraft:item.Ore:3, Hematite
terrafirmacraft:item.Ore:4, Native Silver
terrafirmacraft:item.Ore:5, Cassiterite
terrafirmacraft:item.Ore:6, Galena
terrafirmacraft:item.Ore:7, Bismuthinite
terrafirmacraft:item.Ore:8, Garnierite
terrafirmacraft:item.Ore:9, Malachite
terrafirmacraft:item.Ore:10, Magnetite
terrafirmacraft:item.Ore:11, Limonite
terrafirmacraft:item.Ore:12, Sphalerite
terrafirmacraft:item.Ore:13, Tetrahedrite
terrafirmacraft:item.Ore:14, Bituminous Coal
terrafirmacraft:item.Ore:15, Lignite
terrafirmacraft:item.Ore:16, Kaolinite
terrafirmacraft:item.Ore:17, Datolite
terrafirmacraft:item.Ore:18, Trona
terrafirmacraft:item.Ore:19, Bischofite
terrafirmacraft:item.Ore:20, Graphite
terrafirmacraft:item.Ore:21, Kimberlite
terrafirmacraft:item.Ore:22, Petrified Wood
terrafirmacraft:item.Ore:23, Sulfur
terrafirmacraft:item.Ore:24, Stibnite
terrafirmacraft:item.Ore:25, Microcline
terrafirmacraft:item.Ore:26, Pitchblende
terrafirmacraft:item.Ore:27, Cinnabar
terrafirmacraft:item.Ore:28, Cryolite
terrafirmacraft:item.Ore:29, Saltpeter
terrafirmacraft:item.Ore:30, Beryl
terrafirmacraft:item.Ore:31, Sylvite
terrafirmacraft:item.Ore:32, Borax
terrafirmacraft:item.Ore:33, Olivine
terrafirmacraft:item.Ore:34, Lapis Lazuli
terrafirmacraft:item.Ore:35, Rich Native Copper
terrafirmacraft:item.Ore:36, Rich Native Gold
terrafirmacraft:item.Ore:37, Rich Native Platinum
terrafirmacraft:item.Ore:38, Rich Hematite
terrafirmacraft:item.Ore:39, Rich Native Silver
terrafirmacraft:item.Ore:40, Rich Cassiterite
terrafirmacraft:item.Ore:41, Rich Galena
terrafirmacraft:item.Ore:42, Rich Bismuthinite
terrafirmacraft:item.Ore:43, Rich Garnierite
terrafirmacraft:item.Ore:44, Rich Malachite
terrafirmacraft:item.Ore:45, Rich Magnetite
terrafirmacraft:item.Ore:46, Rich Limonite
terrafirmacraft:item.Ore:47, Rich Sphalerite
terrafirmacraft:item.Ore:48, Rich Tetrahedrite
terrafirmacraft:item.Ore:49, Poor Native Copper
terrafirmacraft:item.Ore:50, Poor Native Gold
terrafirmacraft:item.Ore:51, Poor Native Platinum
terrafirmacraft:item.Ore:52, Poor Hematite
terrafirmacraft:item.Ore:53, Poor Native Silver
terrafirmacraft:item.Ore:54, Poor Cassiterite
terrafirmacraft:item.Ore:55, Poor Galena
terrafirmacraft:item.Ore:56, Poor Bismuthinite
terrafirmacraft:item.Ore:57, Poor Garnierite
terrafirmacraft:item.Ore:58, Poor Malachite
terrafirmacraft:item.Ore:59, Poor Magnetite
terrafirmacraft:item.Ore:60, Poor Limonite
terrafirmacraft:item.Ore:61, Poor Sphalerite
terrafirmacraft:item.Ore:62, Poor Tetrahedrite
terrafirmacraft:item.Small Ore:0, Native Copper Nugget
terrafirmacraft:item.Small Ore:1, Native Gold Nugget
terrafirmacraft:item.Small Ore:2, Native Platinum Nugget
terrafirmacraft:item.Small Ore:3, Small Hematite
terrafirmacraft:item.Small Ore:4, Native Silver Nugget
terrafirmacraft:item.Small Ore:5, Small Cassiterite
terrafirmacraft:item.Small Ore:6, Small Galena
terrafirmacraft:item.Small Ore:7, Small Bismuthinite
terrafirmacraft:item.Small Ore:8, Small Garnierite
terrafirmacraft:item.Small Ore:9, Small Malachite
terrafirmacraft:item.Small Ore:10, Small Magnetite
terrafirmacraft:item.Small Ore:11, Small Limonite
terrafirmacraft:item.Small Ore:12, Small Sphalerite
terrafirmacraft:item.Small Ore:13, Small Tetrahedrite
terrafirmacraft:item.Log:0, Oak Log
terrafirmacraft:item.Log:1, Aspen Log
terrafirmacraft:item.Log:2, Birch Log
terrafirmacraft:item.Log:3, Chestnut Log
terrafirmacraft:item.Log:4, Douglas Fir Log
terrafirmacraft:item.Log:5, Hickory Log
terrafirmacraft:item.Log:6, Maple Log
terrafirmacraft:item.Log:7, Ash Log
terrafirmacraft:item.Log:8, Pine Log
terrafirmacraft:item.Log:9, Sequoia Log
terrafirmacraft:item.Log:10, Spruce Log
terrafirmacraft:item.Log:11, Sycamore Log
terrafirmacraft:item.Log:12, White Cedar Log
terrafirmacraft:item.Log:13, White Elm Log
terrafirmacraft:item.Log:14, Willow Log
terrafirmacraft:item.Log:15, Kapok Log
terrafirmacraft:item.Log:16, Acacia Log
terrafirmacraft:item.Log:17, item.Log.temp1.name
terrafirmacraft:item.Log:18, item.Log.temp2.name
terrafirmacraft:item.IgIn Stone Javelin, Stone Javelin
terrafirmacraft:item.Sed Stone Javelin, Stone Javelin
terrafirmacraft:item.IgEx Stone Javelin, Stone Javelin
terrafirmacraft:item.MM Stone Javelin, Stone Javelin
terrafirmacraft:item.Copper Javelin, Copper Javelin
terrafirmacraft:item.Bismuth Bronze Javelin, Bismuth Bronze Javelin
terrafirmacraft:item.Bronze Javelin, Bronze Javelin
terrafirmacraft:item.Black Bronze Javelin, Black Bronze Javelin
terrafirmacraft:item.Wrought Iron Javelin, Wrought Iron Javelin
terrafirmacraft:item.Steel Javelin, Steel Javelin
terrafirmacraft:item.Black Steel Javelin, Black Steel Javelin
terrafirmacraft:item.Blue Steel Javelin, Blue Steel Javelin
terrafirmacraft:item.Red Steel Javelin, Red Steel Javelin
terrafirmacraft:item.IgIn Stone Javelin Head, Stone Javelin Head
terrafirmacraft:item.Sed Stone Javelin Head, Stone Javelin Head
terrafirmacraft:item.IgEx Stone Javelin Head, Stone Javelin Head
terrafirmacraft:item.MM Stone Javelin Head, Stone Javelin Head
terrafirmacraft:item.Copper Javelin Head, Copper Javelin Head
terrafirmacraft:item.Bismuth Bronze Javelin Head, Bismuth Bronze Javelin Head
terrafirmacraft:item.Bronze Javelin Head, Bronze Javelin Head
terrafirmacraft:item.Black Bronze Javelin Head, Black Bronze Javelin Head
terrafirmacraft:item.Wrought Iron Javelin Head, Wrought Iron Javelin Head
terrafirmacraft:item.Steel Javelin Head, Steel Javelin Head
terrafirmacraft:item.Black Steel Javelin Head, Black Steel Javelin Head
terrafirmacraft:item.Blue Steel Javelin Head, Blue Steel Javelin Head
terrafirmacraft:item.Red Steel Javelin Head, Red Steel Javelin Head
terrafirmacraft:item.Bismuth Unshaped, Unshaped: Bismuth
terrafirmacraft:item.Bismuth Bronze Unshaped, Unshaped: Bismuth Bronze
terrafirmacraft:item.Black Bronze Unshaped, Unshaped: Black Bronze
terrafirmacraft:item.Black Steel Unshaped, Unshaped: Black Steel
terrafirmacraft:item.Blue Steel Unshaped, Unshaped: Blue Steel
terrafirmacraft:item.Brass Unshaped, Unshaped: Brass
terrafirmacraft:item.Bronze Unshaped, Unshaped: Bronze
terrafirmacraft:item.Copper Unshaped, Unshaped: Copper
terrafirmacraft:item.Gold Unshaped, Unshaped: Gold
terrafirmacraft:item.Wrought Iron Unshaped, Unshaped: Wrought Iron
terrafirmacraft:item.Lead Unshaped, Unshaped: Lead
terrafirmacraft:item.Nickel Unshaped, Unshaped: Nickel
terrafirmacraft:item.Pig Iron Unshaped, Unshaped: Pig Iron
terrafirmacraft:item.Platinum Unshaped, Unshaped: Platinum
terrafirmacraft:item.Red Steel Unshaped, Unshaped: Red Steel
terrafirmacraft:item.Rose Gold Unshaped, Unshaped: Rose Gold
terrafirmacraft:item.Silver Unshaped, Unshaped: Silver
terrafirmacraft:item.Steel Unshaped, Unshaped: Steel
terrafirmacraft:item.Sterling Silver Unshaped, Unshaped: Sterling Silver
terrafirmacraft:item.Tin Unshaped, Unshaped: Tin
terrafirmacraft:item.Zinc Unshaped, Unshaped: Zinc
terrafirmacraft:item.Stone Hammer, Stone Hammer
terrafirmacraft:item.Bismuth Bronze Hammer, Bismuth Bronze Hammer
terrafirmacraft:item.Black Bronze Hammer, Black Bronze Hammer
terrafirmacraft:item.Black Steel Hammer, Black Steel Hammer
terrafirmacraft:item.Blue Steel Hammer, Blue Steel Hammer
terrafirmacraft:item.Bronze Hammer, Bronze Hammer
terrafirmacraft:item.Copper Hammer, Copper Hammer
terrafirmacraft:item.Wrought Iron Hammer, Wrought Iron Hammer
terrafirmacraft:item.Red Steel Hammer, Red Steel Hammer
terrafirmacraft:item.Steel Hammer, Steel Hammer
terrafirmacraft:item.Ink, Marking
terrafirmacraft:item.Firestarter, Fire Starter
terrafirmacraft:item.Bismuth Bronze Pick Head, Bismuth Bronze Pickaxe Head
terrafirmacraft:item.Black Bronze Pick Head, Black Bronze Pickaxe Head
terrafirmacraft:item.Black Steel Pick Head, Black Steel Pickaxe Head
terrafirmacraft:item.Blue Steel Pick Head, Blue Steel Pickaxe Head
terrafirmacraft:item.Bronze Pick Head, Bronze Pickaxe Head
terrafirmacraft:item.Copper Pick Head, Copper Pickaxe Head
terrafirmacraft:item.Wrought Iron Pick Head, Wrought Iron Pickaxe Head
terrafirmacraft:item.Red Steel Pick Head, Red Steel Pickaxe Head
terrafirmacraft:item.Steel Pick Head, Steel Pickaxe Head
terrafirmacraft:item.Bismuth Bronze Shovel Head, Bismuth Bronze Shovel Head
terrafirmacraft:item.Black Bronze Shovel Head, Black Bronze Shovel Head
terrafirmacraft:item.Black Steel Shovel Head, Black Steel Shovel Head
terrafirmacraft:item.Blue Steel Shovel Head, Blue Steel Shovel Head
terrafirmacraft:item.Bronze Shovel Head, Bronze Shovel Head
terrafirmacraft:item.Copper Shovel Head, Copper Shovel Head
terrafirmacraft:item.Wrought Iron Shovel Head, Wrought Iron Shovel Head
terrafirmacraft:item.Red Steel Shovel Head, Red Steel Shovel Head
terrafirmacraft:item.Steel Shovel Head, Steel Shovel Head
terrafirmacraft:item.Bismuth Bronze Hoe Head, Bismuth Bronze Hoe Head
terrafirmacraft:item.Black Bronze Hoe Head, Black Bronze Hoe Head
terrafirmacraft:item.Black Steel Hoe Head, Black Steel Hoe Head
terrafirmacraft:item.Blue Steel Hoe Head, Blue Steel Hoe Head
terrafirmacraft:item.Bronze Hoe Head, Bronze Hoe Head
terrafirmacraft:item.Copper Hoe Head, Copper Hoe Head
terrafirmacraft:item.Wrought Iron Hoe Head, Wrought Iron Hoe Head
terrafirmacraft:item.Red Steel Hoe Head, Red Steel Hoe Head
terrafirmacraft:item.Steel Hoe Head, Steel Hoe Head
terrafirmacraft:item.Bismuth Bronze Axe Head, Bismuth Bronze Axe Head
terrafirmacraft:item.Black Bronze Axe Head, Black Bronze Axe Head
terrafirmacraft:item.Black Steel Axe Head, Black Steel Axe Head
terrafirmacraft:item.Blue Steel Axe Head, Blue Steel Axe Head
terrafirmacraft:item.Bronze Axe Head, Bronze Axe Head
terrafirmacraft:item.Copper Axe Head, Copper Axe Head
terrafirmacraft:item.Wrought Iron Axe Head, Wrought Iron Axe Head
terrafirmacraft:item.Red Steel Axe Head, Red Steel Axe Head
terrafirmacraft:item.Steel Axe Head, Steel Axe Head
terrafirmacraft:item.Bismuth Bronze Hammer Head, Bismuth Bronze Hammer Head
terrafirmacraft:item.Black Bronze Hammer Head, Black Bronze Hammer Head
terrafirmacraft:item.Black Steel Hammer Head, Black Steel Hammer Head
terrafirmacraft:item.Blue Steel Hammer Head, Blue Steel Hammer Head
terrafirmacraft:item.Bronze Hammer Head, Bronze Hammer Head
terrafirmacraft:item.Copper Hammer Head, Copper Hammer Head
terrafirmacraft:item.Wrought Iron Hammer Head, Wrought Iron Hammer Head
terrafirmacraft:item.Red Steel Hammer Head, Red Steel Hammer Head
terrafirmacraft:item.Steel Hammer Head, Steel Hammer Head
terrafirmacraft:item.Bismuth Bronze Chisel Head, Bismuth Bronze Chisel Head
terrafirmacraft:item.Black Bronze Chisel Head, Black Bronze Chisel Head
terrafirmacraft:item.Black Steel Chisel Head, Black Steel Chisel Head
terrafirmacraft:item.Blue Steel Chisel Head, Blue Steel Chisel Head
terrafirmacraft:item.Bronze Chisel Head, Bronze Chisel Head
terrafirmacraft:item.Copper Chisel Head, Copper Chisel Head
terrafirmacraft:item.Wrought Iron Chisel Head, Wrought Iron Chisel Head
terrafirmacraft:item.Red Steel Chisel Head, Red Steel Chisel Head
terrafirmacraft:item.Steel Chisel Head, Steel Chisel Head
terrafirmacraft:item.Bismuth Bronze Sword Blade, Bismuth Bronze Sword Blade
terrafirmacraft:item.Black Bronze Sword Blade, Black Bronze Sword Blade
terrafirmacraft:item.Black Steel Sword Blade, Black Steel Sword Blade
terrafirmacraft:item.Blue Steel Sword Blade, Blue Steel Sword Blade
terrafirmacraft:item.Bronze Sword Blade, Bronze Sword Blade
terrafirmacraft:item.Copper Sword Blade, Copper Sword Blade
terrafirmacraft:item.Wrought Iron Sword Blade, Wrought Iron Sword Blade
terrafirmacraft:item.Red Steel Sword Blade, Red Steel Sword Blade
terrafirmacraft:item.Steel Sword Blade, Steel Sword Blade
terrafirmacraft:item.Bismuth Bronze Mace Head, Bismuth Bronze Mace Head
terrafirmacraft:item.Black Bronze Mace Head, Black Bronze Mace Head
terrafirmacraft:item.Black Steel Mace Head, Black Steel Mace Head
terrafirmacraft:item.Blue Steel Mace Head, Blue Steel Mace Head
terrafirmacraft:item.Bronze Mace Head, Bronze Mace Head
terrafirmacraft:item.Copper Mace Head, Copper Mace Head
terrafirmacraft:item.Wrought Iron Mace Head, Wrought Iron Mace Head
terrafirmacraft:item.Red Steel Mace Head, Red Steel Mace Head
terrafirmacraft:item.Steel Mace Head, Steel Mace Head
terrafirmacraft:item.Bismuth Bronze Saw Blade, Bismuth Bronze Saw Blade
terrafirmacraft:item.Black Bronze Saw Blade, Black Bronze Saw Blade
terrafirmacraft:item.Black Steel Saw Blade, Black Steel Saw Blade
terrafirmacraft:item.Blue Steel Saw Blade, Blue Steel Saw Blade
terrafirmacraft:item.Bronze Saw Blade, Bronze Saw Blade
terrafirmacraft:item.Copper Saw Blade, Copper Saw Blade
terrafirmacraft:item.Wrought Iron Saw Blade, Wrought Iron Saw Blade
terrafirmacraft:item.Red Steel Saw Blade, Red Steel Saw Blade
terrafirmacraft:item.Steel Saw Blade, Steel Saw Blade
terrafirmacraft:item.HC Black Steel Unshaped, Unshaped: High Carbon Black Steel
terrafirmacraft:item.Weak Blue Steel Unshaped, Unshaped: Weak Blue Steel
terrafirmacraft:item.HC Blue Steel Unshaped, Unshaped: High Carbon Blue Steel
terrafirmacraft:item.Weak Red Steel Unshaped, Unshaped: Weak Red Steel
terrafirmacraft:item.HC Red Steel Unshaped, Unshaped: High Carbon Red Steel
terrafirmacraft:item.Weak Steel Unshaped, Unshaped: Weak Steel
terrafirmacraft:item.HC Steel Unshaped, Unshaped: High Carbon Steel
terrafirmacraft:item.Bismuth Bronze ProPick Head, Bismuth Bronze Prospector's Pick Head
terrafirmacraft:item.Black Bronze ProPick Head, Black Bronze Prospector's Pick Head
terrafirmacraft:item.Black Steel ProPick Head, Black Steel Prospector's Pick Head
terrafirmacraft:item.Blue Steel ProPick Head, Blue Steel Prospector's Pick Head
terrafirmacraft:item.Bronze ProPick Head, Bronze Prospector's Pick Head
terrafirmacraft:item.Copper ProPick Head, Copper Prospector's Pick Head
terrafirmacraft:item.Wrought Iron ProPick Head, Wrought Iron Prospector's Pick Head
terrafirmacraft:item.Red Steel ProPick Head, Red Steel Prospector's Pick Head
terrafirmacraft:item.Steel ProPick Head, Steel Prospector's Pick Head
terrafirmacraft:item.Bismuth Bronze Scythe, Bismuth Bronze Scythe
terrafirmacraft:item.Black Bronze Scythe, Black Bronze Scythe
terrafirmacraft:item.Black Steel Scythe, Black Steel Scythe
terrafirmacraft:item.Blue Steel Scythe, Blue Steel Scythe
terrafirmacraft:item.Bronze Scythe, Bronze Scythe
terrafirmacraft:item.Copper Scythe, Copper Scythe
terrafirmacraft:item.Wrought Iron Scythe, Wrought Iron Scythe
terrafirmacraft:item.Red Steel Scythe, Red Steel Scythe
terrafirmacraft:item.Steel Scythe, Steel Scythe
terrafirmacraft:item.Bismuth Bronze Scythe Blade, Bismuth Bronze Scythe Blade
terrafirmacraft:item.Black Bronze Scythe Blade, Black Bronze Scythe Blade
terrafirmacraft:item.Black Steel Scythe Blade, Black Steel Scythe Blade
terrafirmacraft:item.Blue Steel Scythe Blade, Blue Steel Scythe Blade
terrafirmacraft:item.Bronze Scythe Blade, Bronze Scythe Blade
terrafirmacraft:item.Copper Scythe Blade, Copper Scythe Blade
terrafirmacraft:item.Wrought Iron Scythe Blade, Wrought Iron Scythe Blade
terrafirmacraft:item.Red Steel Scythe Blade, Red Steel Scythe Blade
terrafirmacraft:item.Steel Scythe Blade, Steel Scythe Blade
terrafirmacraft:item.Wooden Bucket Empty, Wooden Bucket (Empty)
terrafirmacraft:item.Wooden Bucket Water, Wooden Bucket (Fresh Water)
terrafirmacraft:item.Wooden Bucket Salt Water, Wooden Bucket (Salt Water)
terrafirmacraft:item.Wooden Bucket Milk, Wooden Bucket (Milk)
terrafirmacraft:item.Bismuth Bronze Knife Blade, Bismuth Bronze Knife Blade
terrafirmacraft:item.Black Bronze Knife Blade, Black Bronze Knife Blade
terrafirmacraft:item.Black Steel Knife Blade, Black Steel Knife Blade
terrafirmacraft:item.Blue Steel Knife Blade, Blue Steel Knife Blade
terrafirmacraft:item.Bronze Knife Blade, Bronze Knife Blade
terrafirmacraft:item.Copper Knife Blade, Copper Knife Blade
terrafirmacraft:item.Wrought Iron Knife Blade, Wrought Iron Knife Blade
terrafirmacraft:item.Red Steel Knife Blade, Red Steel Knife Blade
terrafirmacraft:item.Steel Knife Blade, Steel Knife Blade
terrafirmacraft:item.Bismuth Bronze Knife, Bismuth Bronze Knife
terrafirmacraft:item.Black Bronze Knife, Black Bronze Knife
terrafirmacraft:item.Black Steel Knife, Black Steel Knife
terrafirmacraft:item.Blue Steel Knife, Blue Steel Knife
terrafirmacraft:item.Bronze Knife, Bronze Knife
terrafirmacraft:item.Copper Knife, Copper Knife
terrafirmacraft:item.Wrought Iron Knife, Wrought Iron Knife
terrafirmacraft:item.Red Steel Knife, Red Steel Knife
terrafirmacraft:item.Steel Knife, Steel Knife
terrafirmacraft:item.FlatRock:0, Flat Granite
terrafirmacraft:item.FlatRock:1, Flat Diorite
terrafirmacraft:item.FlatRock:2, Flat Gabbro
terrafirmacraft:item.FlatRock:3, Flat Shale
terrafirmacraft:item.FlatRock:4, Flat Claystone
terrafirmacraft:item.FlatRock:5, Flat Rock Salt
terrafirmacraft:item.FlatRock:6, Flat Limestone
terrafirmacraft:item.FlatRock:7, Flat Conglomerate
terrafirmacraft:item.FlatRock:8, Flat Dolomite
terrafirmacraft:item.FlatRock:9, Flat Chert
terrafirmacraft:item.FlatRock:10, Flat Chalk
terrafirmacraft:item.FlatRock:11, Flat Rhyolite
terrafirmacraft:item.FlatRock:12, Flat Basalt
terrafirmacraft:item.FlatRock:13, Flat Andesite
terrafirmacraft:item.FlatRock:14, Flat Dacite
terrafirmacraft:item.FlatRock:15, Flat Quartzite
terrafirmacraft:item.FlatRock:16, Flat Slate.name
terrafirmacraft:item.FlatRock:17, Flat Phyllite
terrafirmacraft:item.FlatRock:18, Flat Schist
terrafirmacraft:item.FlatRock:19, Flat Gneiss
terrafirmacraft:item.FlatRock:20, Flat Marble
terrafirmacraft:item.LooseRock:0, Granite Rock
terrafirmacraft:item.LooseRock:1, Diorite Rock
terrafirmacraft:item.LooseRock:2, Gabbro Rock
terrafirmacraft:item.LooseRock:3, Shale Rock
terrafirmacraft:item.LooseRock:4, Claystone Rock
terrafirmacraft:item.LooseRock:5, Rock Salt Rock
terrafirmacraft:item.LooseRock:6, Limestone Rock
terrafirmacraft:item.LooseRock:7, Conglomerate Rock
terrafirmacraft:item.LooseRock:8, Dolomite Rock
terrafirmacraft:item.LooseRock:9, Chert Rock
terrafirmacraft:item.LooseRock:10, Chalk Rock
terrafirmacraft:item.LooseRock:11, Rhyolite Rock
terrafirmacraft:item.LooseRock:12, Basalt Rock
terrafirmacraft:item.LooseRock:13, Andesite Rock
terrafirmacraft:item.LooseRock:14, Dacite Rock
terrafirmacraft:item.LooseRock:15, Quartzite Rock
terrafirmacraft:item.LooseRock:16, Slate Rock
terrafirmacraft:item.LooseRock:17, Phyllite Rock
terrafirmacraft:item.LooseRock:18, Schist Rock
terrafirmacraft:item.LooseRock:19, Gneiss Rock
terrafirmacraft:item.LooseRock:20, Marble Rock
terrafirmacraft:item.IgIn Stone Shovel Head, Stone Shovel Head
terrafirmacraft:item.Sed Stone Shovel Head, Stone Shovel Head
terrafirmacraft:item.IgEx Stone Shovel Head, Stone Shovel Head
terrafirmacraft:item.MM Stone Shovel Head, Stone Shovel Head
terrafirmacraft:item.IgIn Stone Axe Head, Stone Axe Head
terrafirmacraft:item.Sed Stone Axe Head, Stone Axe Head
terrafirmacraft:item.IgEx Stone Axe Head, Stone Axe Head
terrafirmacraft:item.MM Stone Axe Head, Stone Axe Head
terrafirmacraft:item.IgIn Stone Hoe Head, Stone Hoe Head
terrafirmacraft:item.Sed Stone Hoe Head, Stone Hoe Head
terrafirmacraft:item.IgEx Stone Hoe Head, Stone Hoe Head
terrafirmacraft:item.MM Stone Hoe Head, Stone Hoe Head
terrafirmacraft:item.Stone Knife Blade, Stone Knife Blade
terrafirmacraft:item.Stone Hammer Head, Stone Hammer Head
terrafirmacraft:item.Stone Knife, Stone Knife
terrafirmacraft:item.SinglePlank:0, Oak Lumber
terrafirmacraft:item.SinglePlank:1, Aspen Lumber
terrafirmacraft:item.SinglePlank:2, Birch Lumber
terrafirmacraft:item.SinglePlank:3, Chestnut Lumber
terrafirmacraft:item.SinglePlank:4, Douglas Fir Lumber
terrafirmacraft:item.SinglePlank:5, Hickory Lumber
terrafirmacraft:item.SinglePlank:6, Maple Lumber
terrafirmacraft:item.SinglePlank:7, Ash Lumber
terrafirmacraft:item.SinglePlank:8, Pine Lumber
terrafirmacraft:item.SinglePlank:9, Sequoia Lumber
terrafirmacraft:item.SinglePlank:10, Spruce Lumber
terrafirmacraft:item.SinglePlank:11, Sycamore Lumber
terrafirmacraft:item.SinglePlank:12, White Cedar Lumber
terrafirmacraft:item.SinglePlank:13, White Elm Lumber
terrafirmacraft:item.SinglePlank:14, Willow Lumber
terrafirmacraft:item.SinglePlank:15, Kapok Lumber
terrafirmacraft:item.SinglePlank:16, Acacia Lumber
terrafirmacraft:item.SinglePlank:17, item.SinglePlank.temp1.name
terrafirmacraft:item.SinglePlank:18, item.SinglePlank.temp2.name
terrafirmacraft:item.Red Steel Bucket Empty, Red Steel Bucket (Empty)
terrafirmacraft:item.Red Steel Bucket Water, Red Steel Bucket (Fresh Water)
terrafirmacraft:item.Red Steel Bucket Salt Water, Red Steel Bucket (Salt Water)
terrafirmacraft:item.Blue Steel Bucket Empty, Blue Steel Bucket (Empty)
terrafirmacraft:item.Blue Steel Bucket Lava, Blue Steel Bucket (Lava)
terrafirmacraft:item.Quern, Handstone
terrafirmacraft:item.flintAndSteel, Flint and Steel
terrafirmacraft:item.Oak Door, Oak Door
terrafirmacraft:item.Aspen Door, Aspen Door
terrafirmacraft:item.Birch Door, Birch Door
terrafirmacraft:item.Chestnut Door, Chestnut Door
terrafirmacraft:item.Douglas Fir Door, Douglas Fir Door
terrafirmacraft:item.Hickory Door, Hickory Door
terrafirmacraft:item.Maple Door, Maple Door
terrafirmacraft:item.Ash Door, Ash Door
terrafirmacraft:item.Pine Door, Pine Door
terrafirmacraft:item.Sequoia Door, Sequoia Door
terrafirmacraft:item.Spruce Door, Spruce Door
terrafirmacraft:item.Sycamore Door, Sycamore Door
terrafirmacraft:item.White Cedar Door, White Cedar Door
terrafirmacraft:item.White Elm Door, White Elm Door
terrafirmacraft:item.Willow Door, Willow Door
terrafirmacraft:item.Kapok Door, Kapok Door
terrafirmacraft:item.Acacia Door, Acacia Door
terrafirmacraft:item.Glass Bottle, Empty Glass Bottle
terrafirmacraft:item.Beer, Beer
terrafirmacraft:item.Cider, Cider
terrafirmacraft:item.Rum, Rum
terrafirmacraft:item.RyeWhiskey, Rye Whiskey
terrafirmacraft:item.Sake, Sake
terrafirmacraft:item.Vodka, Vodka
terrafirmacraft:item.Whiskey, Whiskey
terrafirmacraft:item.CornWhiskey, Corn Whiskey
terrafirmacraft:item.Blueprint:0, Blueprint
terrafirmacraft:item.Nametag:0, Nametag
terrafirmacraft:item.WoolYarn, Wool Yarn
terrafirmacraft:item.Wool, Wool
terrafirmacraft:item.WoolCloth, Wool Cloth
terrafirmacraft:item.SilkCloth, Silk Cloth
terrafirmacraft:item.BurlapCloth, Burlap Cloth
terrafirmacraft:item.Spindle, Spindle
terrafirmacraft:item.Spindle Head:0, Clay Spindle
terrafirmacraft:item.Spindle Head:1, Spindle Head
terrafirmacraft:item.ItemStoneBrick:0, Granite Brick
